"year","variable","ensemble","model","experiment","value","problem"
2050,"heatflux","r1i1p1","CanESM2","esmrcp85",6.17964132626851,NA
2051,"heatflux","r1i1p1","CanESM2","esmrcp85",4.88197908798854,NA
2052,"heatflux","r1i1p1","CanESM2","esmrcp85",5.36117063214382,NA
2053,"heatflux","r1i1p1","CanESM2","esmrcp85",7.8870822985967,NA
2054,"heatflux","r1i1p1","CanESM2","esmrcp85",5.7825897137324,NA
2055,"heatflux","r1i1p1","CanESM2","esmrcp85",4.43290648361047,NA
2056,"heatflux","r1i1p1","CanESM2","esmrcp85",5.14701907336712,NA
2057,"heatflux","r1i1p1","CanESM2","esmrcp85",4.35412172476451,NA
2058,"heatflux","r1i1p1","CanESM2","esmrcp85",4.03347690900167,NA
2059,"heatflux","r1i1p1","CanESM2","esmrcp85",5.0329014112552,NA
2060,"heatflux","r1i1p1","CanESM2","esmrcp85",5.69490126396219,NA
2061,"heatflux","r1i1p1","CanESM2","esmrcp85",5.242242641747,NA
2062,"heatflux","r1i1p1","CanESM2","esmrcp85",6.88100836674372,NA
2063,"heatflux","r1i1p1","CanESM2","esmrcp85",6.01543066216012,NA
2064,"heatflux","r1i1p1","CanESM2","esmrcp85",4.85685671369235,NA
2065,"heatflux","r1i1p1","CanESM2","esmrcp85",5.11733671029409,NA
2066,"heatflux","r1i1p1","CanESM2","esmrcp85",2.81087537109852,NA
2067,"heatflux","r1i1p1","CanESM2","esmrcp85",3.92992559075356,NA
2068,"heatflux","r1i1p1","CanESM2","esmrcp85",5.06523673981428,NA
2069,"heatflux","r1i1p1","CanESM2","esmrcp85",5.60676332252721,NA
2070,"heatflux","r1i1p1","CanESM2","esmrcp85",5.20840607086817,NA
2071,"heatflux","r1i1p1","CanESM2","esmrcp85",4.92471528549989,NA
2072,"heatflux","r1i1p1","CanESM2","esmrcp85",6.15547448396683,NA
2073,"heatflux","r1i1p1","CanESM2","esmrcp85",3.45590928693612,NA
2074,"heatflux","r1i1p1","CanESM2","esmrcp85",6.02019385496775,NA
2075,"heatflux","r1i1p1","CanESM2","esmrcp85",8.13282393167416,NA
2076,"heatflux","r1i1p1","CanESM2","esmrcp85",5.13856553037961,NA
2077,"heatflux","r1i1p1","CanESM2","esmrcp85",4.17896534999212,NA
2078,"heatflux","r1i1p1","CanESM2","esmrcp85",5.10418665905793,NA
2079,"heatflux","r1i1p1","CanESM2","esmrcp85",5.76865437130133,NA
2080,"heatflux","r1i1p1","CanESM2","esmrcp85",6.30188193917274,NA
2081,"heatflux","r1i1p1","CanESM2","esmrcp85",4.5113109399875,NA
2082,"heatflux","r1i1p1","CanESM2","esmrcp85",4.61936228473981,NA
2083,"heatflux","r1i1p1","CanESM2","esmrcp85",6.52687693635623,NA
2084,"heatflux","r1i1p1","CanESM2","esmrcp85",5.35648690412442,NA
2085,"heatflux","r1i1p1","CanESM2","esmrcp85",4.34351426362991,NA
2086,"heatflux","r1i1p1","CanESM2","esmrcp85",5.6271151304245,NA
2087,"heatflux","r1i1p1","CanESM2","esmrcp85",4.52573359260956,NA
2088,"heatflux","r1i1p1","CanESM2","esmrcp85",5.98064702997605,NA
2089,"heatflux","r1i1p1","CanESM2","esmrcp85",5.38037973642349,NA
2090,"heatflux","r1i1p1","CanESM2","esmrcp85",5.96825078129768,NA
2091,"heatflux","r1i1p1","CanESM2","esmrcp85",6.51629057029883,NA
2092,"heatflux","r1i1p1","CanESM2","esmrcp85",4.69514499107997,NA
2093,"heatflux","r1i1p1","CanESM2","esmrcp85",5.2793723543485,NA
2094,"heatflux","r1i1p1","CanESM2","esmrcp85",4.47751975556215,NA
2095,"heatflux","r1i1p1","CanESM2","esmrcp85",4.87226621309916,NA
2096,"heatflux","r1i1p1","CanESM2","esmrcp85",6.19064662853877,NA
2097,"heatflux","r1i1p1","CanESM2","esmrcp85",7.65207855900129,NA
2098,"heatflux","r1i1p1","CanESM2","esmrcp85",8.54133675495783,NA
2099,"heatflux","r1i1p1","CanESM2","esmrcp85",7.26802983880043,NA
2100,"heatflux","r1i1p1","CanESM2","esmrcp85",6.61997194091479,NA
2006,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.81810972094536,NA
2007,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.15837137028575,NA
2008,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",1.99507905046145,NA
2009,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",1.821822732687,NA
2010,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.33126786351204,NA
2011,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.82122608025869,NA
2012,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.09182375669479,NA
2013,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.28750122586886,NA
2014,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.44860341151555,NA
2015,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",1.77036361396313,NA
2016,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.38516145944595,NA
2017,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.47607086102168,NA
2018,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.86360980818669,NA
2019,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.00248512625694,NA
2020,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.79316977659861,NA
2021,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.52101125319799,NA
2022,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.55212914943695,NA
2023,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.77488219295628,NA
2024,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.63351609309514,NA
2025,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.2138273815314,NA
2026,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.88806500037511,NA
2027,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.66665192445119,NA
2028,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.67955489953359,NA
2029,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.97514874239763,NA
2030,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.54453335205714,NA
2031,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.77217451917628,NA
2032,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.99419500430425,NA
2033,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.91474036375682,NA
2034,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.95998244484266,NA
2035,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.98378689090411,NA
2036,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.42471484343211,NA
2037,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.98739397525787,NA
2038,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.72316055744886,NA
2039,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.32751203080018,NA
2040,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.24516911804676,NA
2041,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.76873389879862,NA
2042,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.73758769035339,NA
2043,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.50453585386276,NA
2044,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.07244958480199,NA
2045,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.14069511493047,NA
2046,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.59346810976664,NA
2047,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.54361433784167,NA
2048,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.90337159236272,NA
2049,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.3147984991471,NA
2050,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.0834477742513,NA
2051,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.01772903402646,NA
2052,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.5777791539828,NA
2053,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.39665573835373,NA
2054,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.01654917001724,NA
2055,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.29524725675583,NA
2056,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.70368178685506,NA
2057,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.8571406006813,NA
2058,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.75798191626867,NA
2059,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.71879629294078,NA
2060,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.37605543931325,NA
2061,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.46785696347555,NA
2062,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.53716800610224,NA
2063,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.70201899607976,NA
2064,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.9667462905248,NA
2065,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.090141137441,NA
2066,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.92768847942352,NA
2067,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.60660107930501,NA
2068,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.98786427577337,NA
2069,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.28521235783895,NA
2070,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.50577167669932,NA
2071,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.18664030234019,NA
2072,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.33216907332341,NA
2073,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.07428027192752,NA
2074,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.91782898207506,NA
2075,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.2345778743426,NA
2076,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.0942123234272,NA
2077,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.9028181831042,NA
2078,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.21274813016256,NA
2079,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.47828481594722,NA
2080,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.37528599301974,NA
2081,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.57475211222966,NA
2082,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.65318393707275,NA
2083,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.30305055777232,NA
2084,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.60577889283498,NA
2085,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.16151005029678,NA
2086,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.46544061104457,NA
2087,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.49711054563522,NA
2088,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.23794178167979,NA
2089,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.74844378232956,NA
2090,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.93338468670845,NA
2091,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.15956435600917,NA
2092,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.62875193357468,NA
2093,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.31029224395752,NA
2094,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.69860420872768,NA
2095,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.33533028761546,NA
2096,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.64386720458667,NA
2097,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.65324385960897,NA
2098,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.29696555932363,NA
2099,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.78599097331365,NA
2100,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",5.41902621587117,NA
NA,NA,"r1i1p1","GFDL-ESM2G","esmrcp85",NA,TRUE
2006,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.16093530257543,NA
2007,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.26599282491952,NA
2008,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",1.14947559436162,NA
2009,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.08567337195079,NA
2010,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.40585209925969,NA
2011,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.03704730669657,NA
2012,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",1.94236261645953,NA
2013,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.0164722998937,NA
2014,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.66717674831549,NA
2015,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.13326919451356,NA
2016,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.53869987527529,NA
2017,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.29947469631831,NA
2018,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",1.88215081890424,NA
2019,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.33620143930117,NA
2020,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.68757607539495,NA
2021,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",1.67389146486918,NA
2022,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.4540797919035,NA
2023,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.73551764587561,NA
2024,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.64896076917648,NA
2025,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.15234224498272,NA
2026,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.2771036028862,NA
2027,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.70683597773314,NA
2028,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.671553855141,NA
2029,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.38598108291626,NA
2030,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.23762379089991,NA
2031,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.79270544275641,NA
2032,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.44775932033857,NA
2033,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.70837539434433,NA
2034,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.39434858163198,NA
2035,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.31158171097438,NA
2036,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.41266033053398,NA
2037,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.95630544424057,NA
2038,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.61416986584663,NA
2039,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.48991027971109,NA
2040,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.63219543298086,NA
2041,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.3784682850043,NA
2042,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.15160848200321,NA
2043,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.8427548383673,NA
2044,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.49930403878291,NA
2045,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.2325390179952,NA
2046,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.41485827167829,NA
2047,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.33687287569046,NA
2048,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.37542252304653,NA
2049,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.07751685380936,NA
2050,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.7491083741188,NA
2051,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.13269576430321,NA
2052,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",2.67436003436645,NA
2053,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.63343586524328,NA
2054,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.43786403536797,NA
2055,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.40589345991611,NA
2056,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.2449287523826,NA
2057,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.64259643604358,NA
2058,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.90650217731794,NA
2059,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.10175828884045,NA
2060,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.50832788149516,NA
2061,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.66594486435254,NA
2062,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.90268377463023,NA
2063,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.78309683005015,NA
2064,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.69213364521662,NA
2065,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.1152365108331,NA
2066,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.12952801585197,NA
2067,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.2594597140948,NA
2068,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.35803493857384,NA
2069,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.29056347782413,NA
2070,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.87802867094676,NA
2071,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.00585693120956,NA
2072,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.32040305932363,NA
2073,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.86800150076548,NA
2074,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.26093457142512,NA
2075,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.74917375048002,NA
2076,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.44476658850908,NA
2077,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.50760481754939,NA
2078,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.32489760716756,NA
2079,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",5.27033807833989,NA
2080,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.22958930581808,NA
2081,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.06115959088008,NA
2082,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.74753256638845,NA
2083,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.66732501238585,NA
2084,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.62514093518257,NA
2085,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.05482604106267,NA
2086,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",3.86061125000318,NA
2087,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.74249784151713,NA
2088,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.11012735466162,NA
2089,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.36437296867371,NA
2090,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.22428854306539,NA
2091,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.05870946248372,NA
2092,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.20840640862783,NA
2093,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.94513560334841,NA
2094,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.35045467068752,NA
2095,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.23843301335971,NA
2096,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.06300520896912,NA
2097,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.83643036087354,NA
2098,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.20400046308835,NA
2099,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.44583803415298,NA
2100,"heatflux","r1i1p1","GFDL-ESM2M","esmrcp85",4.85968247801065,NA
NA,NA,"r1i1p1","HadGEM2-ES","esmrcp85",NA,TRUE
NA,NA,"r1i1p1","inmcm4","esmrcp85",NA,TRUE
2006,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.1279644370079,NA
2007,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.22821183999379,NA
2008,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.22515544295311,NA
2009,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.01482385396957,NA
2010,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.17539481321971,NA
2011,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.60091803471247,NA
2012,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.56561257441839,NA
2013,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.43456017971039,NA
2014,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.9454008936882,NA
2015,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.58423527081807,NA
2016,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.9553627371788,NA
2017,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.49277764062087,NA
2018,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.80297654828367,NA
2019,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.78113128741582,NA
2020,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.59784992535909,NA
2021,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.28198663393656,NA
2022,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.81528001030286,NA
2023,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.46039915084839,NA
2024,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.82007025678953,NA
2025,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.51299427449703,NA
2026,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.3644532263279,NA
2027,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.95126074552536,NA
2028,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.05296616752942,NA
2029,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.49628816048304,NA
2030,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.01707344502211,NA
2031,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.72304503122966,NA
2032,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.33408898115158,NA
2033,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.45064582427343,NA
2034,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.31815651059151,NA
2035,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.52814229329427,NA
2036,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.41727695862452,NA
2037,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.29612308740616,NA
2038,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.01103515426318,NA
2039,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",1.90235401193301,NA
2040,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.32987552881241,NA
2041,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.46970591445764,NA
2042,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.45919712617372,NA
2043,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.4196623613437,NA
2044,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.45388084153334,NA
2045,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.6252835917597,NA
2046,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.83008098850648,NA
2047,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.74220449229081,NA
2048,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.89623602231344,NA
2049,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.01768215373158,NA
2050,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.83863458782434,NA
2051,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.60527521496018,NA
2052,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.79596735040347,NA
2053,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.54092398285866,NA
2054,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.73454892883698,NA
2055,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",2.66634474818905,NA
2056,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.08428166558345,NA
2057,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.31467323750257,NA
2058,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.12908430894216,NA
2059,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.12366033097108,NA
2060,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.35141519953807,NA
2061,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.66737001637618,NA
2062,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.48389699061712,NA
2063,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.35272416472435,NA
2064,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.31009087959925,NA
2065,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.20327659944693,NA
2066,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.12917272746563,NA
2067,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.49358916282654,NA
2068,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.31877835591634,NA
2069,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.60348023784657,NA
2070,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.3818706261615,NA
2071,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.53834047416846,NA
2072,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.60146834949652,NA
2073,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.72667880853017,NA
2074,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.89428319036961,NA
2075,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.71232638756434,NA
2076,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",4.32350792487462,NA
2077,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.51480237642924,NA
2078,"heatflux","r1i1p1","IPSL-CM5A-LR","esmrcp85",3.33694916963577,NA
