"year","value","variable","ensemble","model","experiment"
1977,2.47035527229309,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1978,1.56427979469299,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1979,2.57041525840759,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1980,2.3519721031189,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1981,3.18071579933167,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1982,1.57003355026245,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1983,1.29222428798676,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1984,2.23816609382629,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1985,2.94994783401489,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1986,2.06032586097717,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1987,2.37437415122986,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1988,2.7089478969574,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1989,2.39239954948425,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1990,2.67990493774414,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1991,1.74801206588745,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1992,0.960798740386963,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1993,1.93139755725861,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1994,2.83904242515564,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1995,2.24017429351807,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1996,2.90284419059753,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1997,2.7752513885498,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1998,2.24806499481201,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1999,2.63540315628052,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
2000,2.50202345848083,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
2001,2.80024361610413,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
2002,3.149977684021,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
2003,2.73040986061096,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
2004,2.9459867477417,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
2005,2.62491321563721,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1850,1.25519716739655,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1851,1.25018358230591,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1852,0.671546518802643,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1853,0.74809604883194,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1854,1.00031614303589,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1855,0.707409560680389,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1856,0.0892200917005539,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1857,-0.476254045963287,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1858,0.233657076954842,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1859,1.1793726682663,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1860,1.73528873920441,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1861,1.04931855201721,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1862,1.16416573524475,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1863,0.475437790155411,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1864,0.783135950565338,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1865,0.761699378490448,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1866,0.343889325857162,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1867,1.06820428371429,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1868,0.718946039676666,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1869,0.96459573507309,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1870,0.65486603975296,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1871,0.947915971279144,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1872,0.991057515144348,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1873,1.16508555412292,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1874,0.672053515911102,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1875,1.17220616340637,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1876,0.306816846132278,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1877,-0.303760588169098,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1878,1.21244275569916,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1879,0.886924028396606,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1880,1.32730853557587,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1881,0.669301688671112,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1882,0.838612198829651,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1883,-0.264748007059097,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1884,-1.76704299449921,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1885,0.566117763519287,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1886,0.672469973564148,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1887,0.293093144893646,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1888,0.721131145954132,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1889,1.07820010185242,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1890,-0.20323446393013,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1891,0.277573436498642,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1892,0.61735737323761,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1893,0.632114231586456,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1894,1.54410398006439,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1895,1.53204357624054,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1896,0.514439940452576,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1897,1.09957635402679,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1898,1.08146691322327,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1899,1.54253005981445,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1900,1.49721395969391,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1901,1.37661957740784,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1902,0.982898473739624,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1903,-0.116743788123131,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1904,0.0115587152540684,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1905,0.618564665317535,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1906,1.24503469467163,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1907,0.895118594169617,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1908,1.40037250518799,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1909,0.793853163719177,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1910,0.93964546918869,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1911,0.716404795646667,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1912,1.05659675598145,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1913,1.38833224773407,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1914,0.591723501682281,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1915,0.864822506904602,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1916,1.38183987140656,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1917,1.15842199325562,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1918,0.983698189258575,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1919,0.83625191450119,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1920,0.96316260099411,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1921,0.630987823009491,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1922,1.06471192836761,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1923,1.72320628166199,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1924,0.46690645813942,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1925,1.07191574573517,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1926,0.908772766590118,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1927,1.14309251308441,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1928,1.06102359294891,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1929,1.18262696266174,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1930,1.14555740356445,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1931,1.15382468700409,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1932,1.18271088600159,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1933,1.33226609230042,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1934,0.926038920879364,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1935,0.684460461139679,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1936,1.40168654918671,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1937,1.19964206218719,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1938,1.12233650684357,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1939,0.883978366851807,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1940,1.63164186477661,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1941,1.51699256896973,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1942,1.12527012825012,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1943,1.35070967674255,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1944,1.36067926883698,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1945,0.0471419654786587,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1946,1.02723681926727,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1947,0.996209442615509,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1948,1.02787208557129,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1949,0.799084842205048,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1950,1.3960645198822,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1951,1.67050802707672,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1952,0.827219128608704,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1953,1.48817527294159,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1954,1.06565570831299,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1955,1.96680819988251,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1956,1.66352880001068,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1957,1.96596252918243,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1958,1.31587278842926,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1959,1.59981119632721,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1960,1.50998175144196,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1961,1.01639604568481,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1962,0.512031495571136,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1963,-0.0744021460413933,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1964,0.209750190377235,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1965,0.859947085380554,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1966,1.42931365966797,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1967,1.36242592334747,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1968,1.27125668525696,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1969,1.01876270771027,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1970,1.11642801761627,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1971,1.10851049423218,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1972,1.83419895172119,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1973,1.62950670719147,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1974,0.899604201316833,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1975,0.896462798118591,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1976,1.60655236244202,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1977,1.76567411422729,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1978,1.73915719985962,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1979,1.32101154327393,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1980,1.97494316101074,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1981,1.51577758789062,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1982,1.02043282985687,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1983,0.827659487724304,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1984,1.83018255233765,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1985,1.40218269824982,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1986,1.78152799606323,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1987,2.16037487983704,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1988,2.15371012687683,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1989,2.04983186721802,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1990,1.56590104103088,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1991,1.02369511127472,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1992,0.153280109167099,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1993,1.4698737859726,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1994,1.90814161300659,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1995,1.79447615146637,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1996,2.00564193725586,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1997,1.95328974723816,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1998,2.66921734809875,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1999,2.0636293888092,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
2000,1.87136685848236,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
2001,2.02132821083069,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
2002,2.48270058631897,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
2003,1.67988002300262,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
2004,2.25131011009216,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
2005,1.8149790763855,"heatflux","r1i1p1","MPI-ESM-LR","esmHistorical"
1850,0.65632152557373,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1851,0.919947683811188,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1852,0.410575896501541,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1853,1.0191034078598,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1854,1.29569721221924,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1855,0.467604756355286,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1856,0.899964511394501,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1857,0.750949442386627,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1858,0.782274067401886,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1859,0.735416412353516,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1860,0.677587389945984,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1861,0.676036953926086,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1862,0.699661195278168,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1863,0.721634387969971,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1864,0.522994756698608,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1865,1.08763337135315,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1866,1.06092941761017,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1867,0.775288462638855,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1868,0.550334095954895,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1869,0.602807223796844,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1870,0.447245061397552,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1871,0.713610351085663,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1872,0.881627082824707,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1873,1.52234435081482,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1874,0.666054964065552,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1875,0.606965303421021,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1876,0.173906996846199,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1877,0.993790864944458,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1878,0.766443967819214,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1879,1.00849378108978,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1880,0.758847713470459,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1881,0.573490619659424,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1882,0.64491879940033,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1883,-0.148304373025894,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1884,-1.76977646350861,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1885,-0.163048967719078,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1886,0.98890209197998,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1887,1.29928171634674,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1888,1.01056313514709,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1889,0.863218069076538,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1890,1.09494495391846,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1891,0.828420579433441,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1892,0.975780546665192,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1893,0.636493027210236,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1894,0.589777886867523,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1895,0.959636867046356,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1896,1.00551414489746,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1897,0.665941834449768,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1898,0.998042643070221,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1899,0.943836331367493,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1900,0.71706759929657,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1901,1.14748799800873,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1902,0.219910010695457,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1903,-1.27131497859955,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1904,0.092145174741745,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1905,1.46323013305664,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1906,1.21666049957275,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1907,0.586742639541626,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1908,0.95429527759552,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1909,0.920506417751312,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1910,0.705508708953857,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1911,0.865739285945892,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1912,1.2131632566452,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1913,1.02399790287018,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1914,0.744246125221252,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1915,0.731054604053497,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1916,1.13165724277496,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1917,0.837749302387238,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1918,1.0317565202713,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1919,0.943712592124939,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1920,0.503520548343658,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1921,1.12096226215363,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1922,0.502083301544189,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1923,0.940399050712585,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1924,0.785039782524109,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1925,1.19438767433167,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1926,0.606863439083099,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1927,0.606539487838745,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1928,0.95611959695816,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1929,0.954590082168579,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1930,1.06743431091309,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1931,0.723972022533417,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1932,0.67409360408783,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1933,0.845808506011963,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1934,0.685401797294617,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1935,0.349428325891495,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1936,0.950761198997498,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1937,0.86718738079071,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1938,0.312869846820831,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1939,1.35645174980164,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1940,0.92705911397934,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1941,0.818603873252869,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1942,0.698931753635406,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1943,0.814172804355621,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1944,0.667088031768799,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1945,0.7261101603508,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1946,0.816377639770508,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1947,0.878938674926758,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1948,0.879342913627625,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1949,0.756975710391998,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1950,1.34261775016785,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1951,1.26165783405304,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1952,0.816696763038635,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1953,0.864580571651459,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1954,0.670146703720093,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1955,0.664271116256714,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1956,0.856590867042542,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1957,0.389694958925247,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1958,1.27204787731171,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1959,0.954922139644623,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1960,0.671190023422241,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1961,1.0556253194809,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1962,0.960653245449066,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1963,0.61159485578537,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1964,-1.22651970386505,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1965,-0.0426473096013069,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1966,0.780171513557434,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1967,1.1942173242569,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1968,0.768967092037201,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1969,0.46772089600563,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1970,1.17592191696167,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
1971,1.42402565479279,"heatflux","r1i1p1","MRI-ESM1","esmHistorical"
